Press Association ID Number,Constituency Name,Region,CODE,Electorate 15,Votes_15,Conservative_15,Green_15,Labour_15,Lib Dems_15,Other_15,Plaid_15,SNP_15,UKIP_15,Winner 15,Second Place 15,Third Place 15,Fourth Place 15,Turnout 15,Conservative Vote Share 15,Green Vote Share 15,Labour Vote Share 15,Lib Dems Vote Share 15,Other Vote Share 15,Plaid Vote Share 15,SNP Vote Share 15,UKIP Vote Share 15,Conservative Vote Share Change 15,Green Vote Share Change 15,Labour Vote Share Change 15,Lib Dems Vote Share Change 15,Other Vote Share Change 15,Plaid Vote Share Change 15,SNP Vote Share Change 15,UKIP Vote Share Change 15
295,Harrow West,London,E14000732,69644,46603,19677,1310,21885,1567,117,,,2047,Labour,Conservative,UKIP,Lib Dems,66.9,42.2,2.8,47.0,3.4,0.3,0.0,0.0,4.4,+5.4,+1.5,+3.4,-12.8,+0.3,0.0,0.0,+2.3
296,Hartlepool,North East,E14000733,69947,39490,8256,1341,14076,761,4004,,,11052,Labour,UKIP,Conservative,Other,56.5,20.9,3.4,35.6,1.9,10.1,0.0,0.0,28.0,-7.2,+3.4,-6.9,-15.2,+4.9,0.0,0.0,+21.0
297,Harwich & Essex North,East,E14000734,69290,48432,24722,2122,9548,3576,0,,,8464,Conservative,Labour,UKIP,Lib Dems,69.9,51.0,4.4,19.7,7.4,0.0,0.0,0.0,17.5,+4.1,+2.5,-0.2,-16.2,-2.5,0.0,0.0,+12.3
298,Hastings & Rye,South East,E14000735,75095,50927,22686,1951,17890,1614,0,,,6786,Conservative,Labour,UKIP,Green,67.8,44.5,3.8,35.1,3.2,0.0,0.0,0.0,13.3,+3.5,+3.8,-2.0,-12.5,-3.3,0.0,0.0,+10.5
299,Havant,South East,E14000736,70573,44828,23159,2352,7149,2929,0,,,9239,Conservative,UKIP,Labour,Lib Dems,63.5,51.7,5.2,15.9,6.5,0.0,0.0,0.0,20.6,+0.6,+5.2,-1.8,-16.9,-1.8,0.0,0.0,+14.7
300,Hayes & Harlington,London,E14000737,74874,45056,11143,794,26843,888,0,,,5388,Labour,Conservative,UKIP,Lib Dems,60.2,24.7,1.8,59.6,2.0,0.0,0.0,0.0,12.0,-4.7,+0.9,+4.7,-6.8,-6.2,0.0,0.0,+12.0
301,Hazel Grove,North West,E14000738,63098,43219,17882,1140,7584,11330,0,,,5283,Conservative,Lib Dems,Labour,UKIP,68.5,41.4,2.6,17.5,26.2,0.0,0.0,0.0,12.2,+7.8,+2.6,+5.1,-22.6,0.0,0.0,0.0,+7.1
302,Hemel Hempstead,East,E14000739,74616,49633,26245,1660,11825,2402,252,,,7249,Conservative,Labour,UKIP,Lib Dems,66.5,52.9,3.3,23.8,4.8,0.5,0.0,0.0,14.6,+2.9,+3.3,+3.0,-18.0,-3.3,0.0,0.0,+12.1
303,Hemsworth,Yorkshire and The Humber,E14000740,72714,42406,9694,,21772,1357,0,,,8565,Labour,Conservative,UKIP,Lib Dems,58.3,22.9,0.0,51.3,3.2,0.0,0.0,0.0,20.2,-1.5,0.0,+4.6,-9.7,-16.0,0.0,0.0,+20.2
304,Hendon,London,E14000741,75285,49630,24328,1015,20604,1088,0,,,2595,Conservative,Labour,UKIP,Lib Dems,65.9,49.0,2.0,41.5,2.2,0.0,0.0,0.0,5.2,+6.7,+0.9,-0.6,-10.2,0.0,0.0,0.0,+3.2
305,Henley,South East,E14000742,77946,55236,32292,3815,6917,6205,0,,,6007,Conservative,Labour,Lib Dems,UKIP,70.9,58.5,6.9,12.5,11.2,0.0,0.0,0.0,10.9,+2.3,+4.4,+1.6,-13.9,-1.9,0.0,0.0,+7.5
306,Hereford & Herefordshire South,West Midlands,E14000743,71485,47257,24844,3415,6042,5002,0,,,7954,Conservative,UKIP,Labour,Lib Dems,66.1,52.6,7.2,12.8,10.6,0.0,0.0,0.0,16.8,+6.3,+7.2,+5.5,-30.5,-2.0,0.0,0.0,+13.4
307,Herefordshire North,West Midlands,E14000847,67926,48023,26716,3341,5478,5768,0,,,6720,Conservative,UKIP,Lib Dems,Labour,70.7,55.6,7.0,11.4,12.0,0.0,0.0,0.0,14.0,+3.9,+3.7,+4.3,-19.0,-1.2,0.0,0.0,+8.3
308,Hertford & Stortford,East,E14000744,80610,56277,31593,2681,10084,4385,0,,,7534,Conservative,Labour,UKIP,Lib Dems,69.8,56.1,4.8,17.9,7.8,0.0,0.0,0.0,13.4,+2.3,+4.8,+4.2,-18.2,-3.4,0.0,0.0,+10.3
309,Hertfordshire North East,East,E14000845,74000,52287,28949,2789,9869,3952,0,,,6728,Conservative,Labour,UKIP,Lib Dems,70.7,55.4,5.3,18.9,7.6,0.0,0.0,0.0,12.9,+1.8,+3.6,+2.4,-15.8,-0.8,0.0,0.0,+8.8
310,Hertfordshire South West,East,E14000951,79668,57267,32608,2583,9345,5872,256,,,6603,Conservative,Labour,UKIP,Lib Dems,71.9,56.9,4.5,16.3,10.3,0.4,0.0,0.0,11.5,+2.7,+4.5,+4.8,-17.7,-3.3,0.0,0.0,+9.0
311,Hertsmere,East,E14000745,73767,50091,29696,,11235,2777,0,,,6383,Conservative,Labour,UKIP,Lib Dems,67.9,59.3,0.0,22.4,5.5,0.0,0.0,0.0,12.7,+3.3,-1.3,+3.7,-11.8,-3.0,0.0,0.0,+9.1
312,Hexham,North East,E14000746,59708,43345,22834,2445,10803,2961,0,,,4302,Conservative,Labour,UKIP,Lib Dems,72.6,52.7,5.6,24.9,6.8,0.0,0.0,0.0,9.9,+9.5,+5.6,+5.9,-23.1,-7.9,0.0,0.0,+9.9
313,Heywood & Middleton,North West,E14000747,79989,48538,9268,1110,20926,1607,0,,,15627,Labour,UKIP,Conservative,Lib Dems,60.7,19.1,2.3,43.1,3.3,0.0,0.0,0.0,32.2,-8.1,+2.3,+3.0,-19.4,-7.4,0.0,0.0,+29.6
314,High Peak,East Midlands,E14000748,73336,50789,22836,1811,17942,2389,0,,,5811,Conservative,Labour,UKIP,Lib Dems,69.3,45.0,3.6,35.3,4.7,0.0,0.0,0.0,11.4,+4.1,+1.7,+3.7,-17.1,-0.5,0.0,0.0,+8.1
315,Hitchin & Harpenden,East,E14000749,80333,55375,31488,3053,11433,4484,0,,,4917,Conservative,Labour,UKIP,Lib Dems,68.9,56.9,5.5,20.6,8.1,0.0,0.0,0.0,8.9,+2.3,+4.0,+7.1,-18.6,-0.7,0.0,0.0,+5.8
316,Holborn & St Pancras,London,E14000750,86764,54917,12014,7013,29062,3555,533,,,2740,Labour,Conservative,Green,Lib Dems,63.3,21.9,12.8,52.9,6.5,1.0,0.0,0.0,5.0,+1.5,+10.1,+6.8,-21.4,-0.8,0.0,0.0,+3.9
317,Hornchurch & Upminster,London,E14000751,79331,55236,27051,1411,11103,1501,193,,,13977,Conservative,UKIP,Labour,Lib Dems,69.6,49.0,2.6,20.1,2.7,0.3,0.0,0.0,25.3,-2.5,+1.5,-0.7,-11.2,-7.2,0.0,0.0,+20.0
318,Hornsey & Wood Green,London,E14000752,79247,57785,5347,3146,29417,18359,163,,,1271,Labour,Lib Dems,Conservative,Green,72.9,9.3,5.4,50.9,31.8,0.3,0.0,0.0,2.2,-7.4,+3.2,+16.9,-14.7,-0.2,0.0,0.0,+2.2
319,Horsham,South East,E14000753,79085,56925,32627,2198,6499,6647,985,,,7969,Conservative,UKIP,Lib Dems,Labour,72.0,57.3,3.9,11.4,11.7,1.7,0.0,0.0,14.0,+4.6,+2.8,+3.9,-20.5,+0.3,0.0,0.0,+8.9
320,Houghton & Sunderland South,North East,E14000754,68324,38489,7105,1095,21218,791,0,,,8280,Labour,UKIP,Conservative,Green,56.3,18.5,2.8,55.1,2.1,0.0,0.0,0.0,21.5,-3.0,+2.8,+4.8,-11.9,-11.6,0.0,0.0,+18.8
321,Hove,South East,E14000755,73505,52214,20846,3569,22082,1861,591,,,3265,Labour,Conservative,Green,UKIP,71.0,39.9,6.8,42.3,3.6,1.1,0.0,0.0,6.3,+3.2,+1.7,+9.3,-19.0,+1.0,0.0,0.0,+3.8
322,Huddersfield,Yorkshire and The Humber,E14000756,65269,40478,10841,2798,18186,2365,340,,,5948,Labour,Conservative,UKIP,Green,62.0,26.8,6.9,44.9,5.8,0.8,0.0,0.0,14.7,-1.0,+2.9,+6.1,-18.9,-3.8,0.0,0.0,+14.7
323,Hull East,Yorkshire and The Humber,E14000771,65710,35144,5593,806,18180,2294,140,,,7861,Labour,UKIP,Conservative,Lib Dems,53.5,15.9,2.3,51.7,6.5,0.4,0.0,0.0,22.4,-0.7,+2.3,+3.8,-16.3,-4.3,0.0,0.0,+14.3
324,Hull North,Yorkshire and The Humber,E14000772,64148,35336,5306,2066,18661,3175,0,,,5762,Labour,UKIP,Conservative,Lib Dems,55.1,15.0,5.8,52.8,9.0,0.0,0.0,0.0,16.3,+1.9,+4.4,+13.6,-28.3,-4.9,0.0,0.0,+12.2
325,Hull West & Hessle,Yorkshire and The Humber,E14000773,59100,31803,5561,943,15646,3169,171,,,6313,Labour,UKIP,Conservative,Lib Dems,53.8,17.5,3.0,49.2,10.0,0.5,0.0,0.0,19.9,-2.7,+3.0,+6.7,-14.3,-7.2,0.0,0.0,+14.5
326,Huntingdon,East,E14000757,82593,55927,29652,2178,10249,4375,0,,,9473,Conservative,Labour,UKIP,Lib Dems,67.7,53.0,3.9,18.3,7.8,0.0,0.0,0.0,16.9,+4.2,+2.7,+7.3,-21.1,-4.0,0.0,0.0,+10.9
327,Hyndburn,North West,E14000758,68341,42887,13676,1122,18076,859,0,,,9154,Labour,Conservative,UKIP,Green,62.8,31.9,2.6,42.1,2.0,0.0,0.0,0.0,21.3,-2.0,+1.5,+1.1,-9.8,-8.7,0.0,0.0,+17.9
328,Ilford North,London,E14000759,75294,48932,20874,1023,21463,1130,87,,,4355,Labour,Conservative,UKIP,Lib Dems,65.0,42.7,2.1,43.9,2.3,0.2,0.0,0.0,8.9,-3.1,+0.9,+9.6,-10.4,-4.1,0.0,0.0,+7.0
329,Ilford South,London,E14000760,91987,51912,13455,1506,33232,1014,0,,,2705,Labour,Conservative,UKIP,Green,56.4,25.9,2.9,64.0,2.0,0.0,0.0,0.0,5.2,-1.5,+0.3,+14.6,-15.0,-1.5,0.0,0.0,+3.0
330,Inverclyde,Scotland,S14000038,59350,44607,4446,,13522,1106,233,,24585,715,SNP,Labour,Conservative,Lib Dems,75.2,10.0,0.0,30.3,2.5,0.5,0.0,55.1,1.6,-2.0,0.0,-25.6,-10.9,+0.5,0.0,+37.6,+0.4
331,"Inverness, Nairn, Badenoch & Strathspey",Scotland,S14000039,77628,57613,3410,1367,4311,18029,422,,28838,1236,SNP,Lib Dems,Labour,Conservative,74.2,5.9,2.4,7.5,31.3,0.7,0.0,50.1,2.1,-7.4,+0.7,-14.6,-9.4,-1.5,0.0,+31.4,+0.9
332,Ipswich,East,E14000761,74499,48694,21794,1736,18061,1400,0,,,5703,Conservative,Labour,UKIP,Green,65.4,44.8,3.6,37.1,2.9,0.0,0.0,0.0,11.7,+5.6,+1.9,+2.4,-15.4,-3.4,0.0,0.0,+8.8
333,Isle Of Wight,South East,E14000762,108804,70300,28591,9404,8984,5235,3198,,,14888,Conservative,UKIP,Green,Labour,64.6,40.7,13.4,12.8,7.4,4.5,0.0,0.0,21.2,-6.0,+12.1,+1.2,-24.3,-0.6,0.0,0.0,+17.7
334,Islington North,London,E14000763,73326,49234,8465,5043,29659,3984,112,,,1971,Labour,Conservative,Green,Lib Dems,67.1,17.2,10.2,60.2,8.1,0.2,0.0,0.0,4.0,+3.0,+7.2,+5.8,-18.6,+0.2,0.0,0.0,+2.4
335,Islington South & Finsbury,London,E14000764,68127,44270,9839,3371,22547,4829,309,,,3375,Labour,Conservative,Lib Dems,UKIP,65.0,22.2,7.6,50.9,10.9,0.7,0.0,0.0,7.6,+2.8,+6.0,+8.7,-23.2,-0.3,0.0,0.0,+6.0
336,Islwyn,Wales,W07000077,55697,35401,5366,659,17336,950,364,3794,,6932,Labour,UKIP,Conservative,Plaid,63.6,15.2,1.9,49.0,2.7,1.0,10.7,0.0,19.6,+1.2,+1.9,-0.2,-7.7,-9.7,-2.3,0.0,+16.9
337,Jarrow,North East,E14000765,64002,38564,6584,1310,21464,1238,385,,,7583,Labour,UKIP,Conservative,Green,60.3,17.1,3.4,55.7,3.2,1.0,0.0,0.0,19.7,-3.6,+3.4,+1.7,-15.3,-6.0,0.0,0.0,+19.7
338,Keighley,Yorkshire and The Humber,E14000766,68865,49123,21766,1661,18713,1321,0,,,5662,Conservative,Labour,UKIP,Green,71.3,44.3,3.4,38.1,2.7,0.0,0.0,0.0,11.5,+2.4,+3.4,+2.3,-12.1,-4.4,0.0,0.0,+8.4
339,Kenilworth & Southam,West Midlands,E14000767,63957,48791,28474,1956,7472,4913,509,,,5467,Conservative,Labour,UKIP,Lib Dems,76.3,58.4,4.0,15.3,10.1,1.0,0.0,0.0,11.2,+4.8,+2.8,+1.0,-17.6,+0.3,0.0,0.0,+8.7
340,Kensington,London,E14000768,61133,34828,18199,1765,10838,1962,507,,,1557,Conservative,Labour,Lib Dems,Green,57.0,52.3,5.1,31.1,5.6,1.5,0.0,0.0,4.5,+2.2,+2.9,+5.6,-13.9,+0.9,0.0,0.0,+2.3
341,Kettering,East Midlands,E14000769,70155,47218,24467,1633,11877,1490,151,,,7600,Conservative,Labour,UKIP,Green,67.3,51.8,3.5,25.2,3.2,0.3,0.0,0.0,16.1,+2.7,+3.5,-4.8,-12.7,-4.8,0.0,0.0,+16.1
342,Kilmarnock & Loudoun,Scotland,S14000040,75250,53903,6752,,16362,789,0,,30000,,SNP,Labour,Conservative,Lib Dems,71.6,12.5,0.0,30.4,1.5,0.0,0.0,55.7,0.0,-1.6,0.0,-22.2,-5.9,0.0,0.0,+29.7,0.0
343,Kingston & Surbiton,London,E14000770,81238,59253,23249,2322,8574,20415,372,,,4321,Conservative,Lib Dems,Labour,UKIP,72.9,39.2,3.9,14.5,34.5,0.6,0.0,0.0,7.3,+2.7,+2.9,+5.1,-15.3,-0.2,0.0,0.0,+4.8
344,Kingswood,South West,E14000774,68193,48125,23252,1370,14246,1827,248,,,7133,Conservative,Labour,UKIP,Lib Dems,70.6,48.3,2.8,29.6,3.8,0.5,0.0,0.0,14.8,+7.9,+2.0,-5.7,-13.1,-2.9,0.0,0.0,+11.6
345,Kirkcaldy & Cowdenbeath,Scotland,S14000041,75941,52892,5223,,17654,1150,0,,27628,1237,SNP,Labour,Conservative,UKIP,69.6,9.9,0.0,33.4,2.2,0.0,0.0,52.2,2.3,+0.6,0.0,-31.2,-7.1,-0.9,0.0,+37.9,+0.7
346,Knowsley,North West,E14000775,79108,50728,3367,1270,39628,1490,0,,,4973,Labour,UKIP,Conservative,Lib Dems,64.1,6.6,2.5,78.1,2.9,0.0,0.0,0.0,9.8,-2.3,+2.5,+7.2,-10.4,-4.2,0.0,0.0,+7.2
347,Lagan Valley,Northern Ireland,N06000009,71152,39795,654,,0,,30886,,,2200,Other,UKIP,Conservative,Labour,55.9,1.6,0.0,0.0,0.0,77.6,0.0,0.0,5.5,+1.6,0.0,0.0,0.0,-22.4,0.0,0.0,+5.5
348,Lanark & Hamilton East,Scotland,S14000042,79962,55258,8772,,16876,1203,0,,26976,1431,SNP,Labour,Conservative,UKIP,69.1,15.9,0.0,30.5,2.2,0.0,0.0,48.8,2.6,+0.9,0.0,-19.4,-9.1,-1.4,0.0,+27.8,+1.3
349,Lancashire West,North West,E14001033,70906,49676,16114,1582,24474,1298,0,,,6058,Labour,Conservative,UKIP,Green,70.1,32.4,3.2,49.3,2.6,0.0,0.0,0.0,12.2,-3.7,+2.2,+4.1,-10.9,-0.4,0.0,0.0,+8.5
350,Lancaster & Fleetwood,North West,E14000776,61922,41738,16378,2093,17643,1390,174,,,4060,Labour,Conservative,UKIP,Green,67.4,39.2,5.0,42.3,3.3,0.4,0.0,0.0,9.7,+3.2,+0.6,+7.0,-15.8,-2.3,0.0,0.0,+7.3
351,Leeds Central,Yorkshire and The Humber,E14000777,81799,45048,7791,3558,24758,1529,330,,,7082,Labour,Conservative,UKIP,Green,55.1,17.3,7.9,55.0,3.4,0.7,0.0,0.0,15.7,-2.9,+7.9,+5.7,-17.4,-9.0,0.0,0.0,+15.7
352,Leeds East,Yorkshire and The Humber,E14000778,64754,38196,7997,1117,20530,1296,0,,,7256,Labour,Conservative,UKIP,Lib Dems,59.0,20.9,2.9,53.7,3.4,0.0,0.0,0.0,19.0,-2.2,+2.9,+3.4,-14.1,-8.9,0.0,0.0,+19.0
353,Leeds North East,Yorkshire and The Humber,E14000779,69097,48291,15887,2541,23137,2569,451,,,3706,Labour,Conservative,UKIP,Lib Dems,69.9,32.9,5.3,47.9,5.3,0.9,0.0,0.0,7.7,-0.2,+5.3,+5.2,-14.3,-1.9,0.0,0.0,+5.9
354,Leeds North West,Yorkshire and The Humber,E14000780,61974,43357,8083,3042,13041,15948,103,,,2997,Lib Dems,Labour,Conservative,Green,70.0,18.6,7.0,30.1,36.8,0.2,0.0,0.0,6.9,-7.9,+5.8,+9.1,-10.7,-2.2,0.0,0.0,+5.5
355,Leeds West,Yorkshire and The Humber,E14000781,64950,38423,7729,3217,18456,1495,422,,,7104,Labour,Conservative,UKIP,Green,59.2,20.1,8.4,48.0,3.9,1.1,0.0,0.0,18.5,+0.4,+3.6,+5.7,-20.3,-5.0,0.0,0.0,+15.5
356,Leicester East,East Midlands,E14000782,75430,48068,11034,1468,29386,1233,657,,,4290,Labour,Conservative,UKIP,Green,63.7,23.0,3.1,61.1,2.6,1.4,0.0,0.0,8.9,-1.5,+1.5,+7.4,-11.6,-3.2,0.0,0.0,+7.4
357,Leicester South,East Midlands,E14000783,73518,45942,9628,2533,27473,2127,349,,,3832,Labour,Conservative,UKIP,Green,62.5,21.0,5.5,59.8,4.6,0.8,0.0,0.0,8.3,-0.4,+3.9,+14.2,-22.3,-2.2,0.0,0.0,+6.8
358,Leicester West,East Midlands,E14000784,63204,34522,8848,1878,16051,1507,288,,,5950,Labour,Conservative,UKIP,Green,54.6,25.6,5.4,46.5,4.4,0.8,0.0,0.0,17.2,-1.5,+3.7,+8.1,-18.3,-6.8,0.0,0.0,+14.8
359,Leicestershire North West,East Midlands,E14000858,72193,51548,25505,1174,14132,2033,0,,,8704,Conservative,Labour,UKIP,Lib Dems,71.4,49.5,2.3,27.4,3.9,0.0,0.0,0.0,16.9,+4.9,+2.3,-2.7,-12.7,-6.5,0.0,0.0,+14.7
360,Leicestershire South,East Midlands,E14000940,76851,53926,28700,,11876,3987,0,,,9363,Conservative,Labour,UKIP,Lib Dems,70.2,53.2,0.0,22.0,7.4,0.0,0.0,0.0,17.4,+3.7,0.0,+1.1,-13.6,-5.0,0.0,0.0,+13.7
361,Leigh,North West,E14000785,75905,45123,10216,,24312,1150,542,,,8903,Labour,Conservative,UKIP,Lib Dems,59.4,22.6,0.0,53.9,2.5,1.2,0.0,0.0,19.7,+1.7,0.0,+5.8,-15.6,-8.2,0.0,0.0,+16.3
362,Lewes,South East,E14000786,69481,50540,19206,2784,5000,18123,0,,,5427,Conservative,Lib Dems,UKIP,Labour,72.7,38.0,5.5,9.9,35.9,0.0,0.0,0.0,10.7,+1.3,+4.1,+4.9,-16.1,-1.3,0.0,0.0,+7.3
363,Lewisham Deptford,London,E14000789,73428,47426,7056,5932,28572,2497,1356,,,2013,Labour,Conservative,Green,Lib Dems,64.6,14.9,12.5,60.2,5.3,2.9,0.0,0.0,4.2,+1.4,+5.8,+6.6,-18.1,+0.1,0.0,0.0,+4.2
364,Lewisham East,London,E14000787,66913,42923,9574,2429,23907,2455,672,,,3886,Labour,Conservative,UKIP,Lib Dems,64.1,22.3,5.7,55.7,5.7,1.6,0.0,0.0,9.1,-1.3,+4.2,+12.6,-22.4,-0.3,0.0,0.0,+7.2
365,Lewisham West & Penge,London,E14000788,72290,48125,11633,4077,24347,3709,595,,,3764,Labour,Conservative,Green,UKIP,66.6,24.2,8.5,50.6,7.7,1.2,0.0,0.0,7.8,-1.3,+6.4,+9.5,-20.4,+0.5,0.0,0.0,+5.3
366,Leyton & Wanstead,London,E14000790,64580,40703,8939,2974,23856,2304,289,,,2341,Labour,Conservative,Green,UKIP,63.0,22.0,7.3,58.6,5.7,0.7,0.0,0.0,5.8,-0.3,+5.9,+15.0,-22.0,-1.7,0.0,0.0,+3.1
367,Lichfield,West Midlands,E14000791,74234,51467,28389,1976,10200,2700,120,,,8082,Conservative,Labour,UKIP,Lib Dems,69.3,55.2,3.8,19.8,5.2,0.2,0.0,0.0,15.7,+0.8,+3.8,-0.0,-14.9,+0.2,0.0,0.0,+10.0
368,Lincoln,East Midlands,E14000792,74121,46852,19976,,18533,1992,630,,,5721,Conservative,Labour,UKIP,Lib Dems,63.2,42.6,0.0,39.6,4.3,1.3,0.0,0.0,12.2,+5.1,0.0,+4.3,-16.0,-3.5,0.0,0.0,+10.0
369,Linlithgow & Falkirk East,Scotland,S14000043,86955,61597,7384,,19121,1252,103,,32055,1682,SNP,Labour,Conservative,UKIP,70.8,12.0,0.0,31.0,2.0,0.2,0.0,52.0,2.7,+0.0,0.0,-18.8,-10.8,+0.2,0.0,+26.6,+2.7
370,Liverpool Riverside,North West,E14000793,70829,44263,4245,5372,29835,1719,582,,,2510,Labour,Green,Conservative,UKIP,62.5,9.6,12.1,67.4,3.9,1.3,0.0,0.0,5.7,-1.3,+8.6,+8.1,-18.9,-0.5,0.0,0.0,+3.9
371,Liverpool Walton,North West,E14000794,61908,38403,1802,956,31222,899,79,,,3445,Labour,UKIP,Conservative,Green,62.0,4.7,2.5,81.3,2.3,0.2,0.0,0.0,9.0,-1.8,+2.5,+9.3,-11.9,-4.4,0.0,0.0,+6.4
372,Liverpool Wavertree,North West,E14000795,61549,40974,4098,2140,28401,2454,506,,,3375,Labour,Conservative,UKIP,Lib Dems,66.6,10.0,5.2,69.3,6.0,1.2,0.0,0.0,8.2,+2.5,+3.6,+16.2,-28.2,-0.1,0.0,0.0,+5.9
373,Liverpool West Derby,North West,E14000796,63651,41031,2710,996,30842,959,2049,,,3475,Labour,UKIP,Conservative,Other,64.5,6.6,2.4,75.2,2.3,5.0,0.0,0.0,8.5,-2.6,+2.4,+11.0,-10.2,-6.0,0.0,0.0,+5.4
374,Livingston,Scotland,S14000044,82373,57547,5929,,15893,1232,0,,32736,1757,SNP,Labour,Conservative,UKIP,69.9,10.3,0.0,27.6,2.1,0.0,0.0,56.9,3.1,-0.5,0.0,-20.8,-9.0,-2.8,0.0,+31.0,+2.1
375,Llanelli,Wales,W07000045,59314,38574,5534,689,15948,751,530,8853,,6269,Labour,Plaid,UKIP,Conservative,65.0,14.3,1.8,41.3,1.9,1.4,23.0,0.0,16.3,-0.0,+1.8,-1.1,-8.5,+1.4,-7.0,0.0,+13.5
376,Londonderry East,Northern Ireland,N06000006,66926,34714,422,,0,,28959,,,,Other,Conservative,Labour,#NUM!,51.9,1.2,0.0,0.0,0.0,83.4,0.0,0.0,0.0,+1.2,0.0,0.0,0.0,-16.6,0.0,0.0,0.0
377,Loughborough,East Midlands,E14000797,75217,52020,25762,1845,16579,2130,0,,,5704,Conservative,Labour,UKIP,Lib Dems,69.2,49.5,3.5,31.9,4.1,0.0,0.0,0.0,11.0,+7.9,+3.5,-2.6,-14.2,-3.9,0.0,0.0,+9.2
378,Louth & Horncastle,East Midlands,E14000798,74870,50336,25755,1549,9077,2255,922,,,10778,Conservative,UKIP,Labour,Lib Dems,67.2,51.2,3.1,18.0,4.5,1.8,0.0,0.0,21.4,+1.5,+3.1,+0.7,-17.7,-4.7,0.0,0.0,+17.1
379,Ludlow,West Midlands,E14000799,66374,48063,26093,2435,5902,6469,0,,,7164,Conservative,UKIP,Lib Dems,Labour,72.4,54.3,5.1,12.3,13.5,0.0,0.0,0.0,14.9,+1.5,+4.1,+5.6,-19.3,-2.5,0.0,0.0,+10.5
380,Luton North,East,E14000800,67329,42571,12739,972,22243,1299,0,,,5318,Labour,Conservative,UKIP,Lib Dems,63.2,29.9,2.3,52.2,3.1,0.0,0.0,0.0,12.5,-1.9,+1.1,+3.0,-8.1,-3.1,0.0,0.0,+8.9
381,Luton South,East,E14000801,67741,42216,12949,1237,18660,3183,1058,,,5129,Labour,Conservative,UKIP,Lib Dems,62.3,30.7,2.9,44.2,7.5,2.5,0.0,0.0,12.1,+1.3,+2.1,+9.3,-15.1,-7.4,0.0,0.0,+9.8
382,Macclesfield,North West,E14000802,71712,49598,26063,2404,11252,3842,0,,,6037,Conservative,Labour,UKIP,Lib Dems,69.2,52.5,4.8,22.7,7.7,0.0,0.0,0.0,12.2,+5.6,+3.2,+2.4,-15.3,-5.2,0.0,0.0,+9.3
383,Maidenhead,South East,E14000803,74187,53855,35453,1915,6394,5337,217,,,4539,Conservative,Labour,Lib Dems,UKIP,72.6,65.8,3.6,11.9,9.9,0.4,0.0,0.0,8.4,+6.4,+2.7,+4.8,-18.3,-1.6,0.0,0.0,+6.1
384,Maidstone & The Weald,South East,E14000804,73181,50010,22745,1396,5268,12036,635,,,7930,Conservative,Lib Dems,UKIP,Labour,68.3,45.5,2.8,10.5,24.1,1.3,0.0,0.0,15.9,-2.5,+1.5,+0.8,-11.9,-0.3,0.0,0.0,+12.5
385,Makerfield,North West,E14000805,74320,44788,8752,1136,23208,1639,0,,,10053,Labour,UKIP,Conservative,Lib Dems,60.3,19.5,2.5,51.8,3.7,0.0,0.0,0.0,22.4,+0.8,+2.5,+4.5,-12.5,-17.8,0.0,0.0,+22.4
386,Maldon,East,E14000806,69066,48045,29112,1504,5690,2157,2540,,,7042,Conservative,UKIP,Labour,Other,69.6,60.6,3.1,11.8,4.5,5.3,0.0,0.0,14.7,+0.8,+3.1,-0.8,-14.8,+2.2,0.0,0.0,+9.6
387,Manchester Central,North West,E14000807,86078,45331,6133,3838,27772,1867,688,,,5033,Labour,Conservative,UKIP,Green,52.7,13.5,8.5,61.3,4.1,1.5,0.0,0.0,11.1,+1.7,+6.2,+8.5,-22.5,-3.5,0.0,0.0,+9.6
388,Manchester Gorton,North West,E14000808,72992,42019,4063,4108,28187,1782,445,,,3434,Labour,Green,Conservative,UKIP,57.6,9.7,9.8,67.1,4.2,1.1,0.0,0.0,8.2,-1.4,+7.0,+17.0,-28.4,-2.4,0.0,0.0,+8.2
389,Manchester Withington,North West,E14000809,74102,49966,4872,4048,26843,11970,61,,,2172,Labour,Lib Dems,Conservative,Green,67.4,9.8,8.1,53.7,24.0,0.1,0.0,0.0,4.3,-1.4,+6.3,+13.3,-20.7,-0.3,0.0,0.0,+2.8
390,Mansfield,East Midlands,E14000810,77534,47193,13288,1486,18603,1642,324,,,11850,Labour,Conservative,UKIP,Lib Dems,60.9,28.2,3.1,39.4,3.5,0.7,0.0,0.0,25.1,+1.8,+3.1,+0.7,-12.0,-12.6,0.0,0.0,+18.9
391,Meon Valley,South East,E14000811,72738,51717,31578,1831,5656,4987,0,,,7665,Conservative,UKIP,Labour,Lib Dems,71.1,61.1,3.5,10.9,9.6,0.0,0.0,0.0,14.8,+4.8,+3.5,+4.6,-22.9,-1.9,0.0,0.0,+11.9
392,Meriden,West Midlands,E14000812,81928,52603,28791,2170,9996,2638,100,,,8908,Conservative,Labour,UKIP,Lib Dems,64.2,54.7,4.1,19.0,5.0,0.2,0.0,0.0,16.9,+3.1,+2.8,-1.5,-12.8,-5.9,0.0,0.0,+14.3
393,Merthyr Tydfil & Rhymney,Wales,W07000071,61716,32715,3292,603,17619,1351,645,3099,,6106,Labour,UKIP,Conservative,Plaid,53.0,10.1,1.8,53.9,4.1,2.0,9.5,0.0,18.7,+2.5,+1.8,+10.2,-26.9,-8.0,+4.4,0.0,+15.9
