Press Association Reference,Constituency Name,Region,CODE,Electorate 10,Votes 10,Conservative 10,Green 10,Labour 10,Lib Dems 10,Other 10,Plaid 10,SNP 10,UKIP 10,Winner 10,Second Place 10,Third Place 10,Fourth Place 10,Turnout 10,Conservative Vote Share 10,Green Vote Share 10,Labour Vote Share 10,Lib Dems Vote Share 10,Other Vote Share 10,Plaid Vote Share 10,SNP Vote Share 10,UKIP Vote Share 10
403,Moray,Scotland,S14000046,65925,41004,10683,0,7007,5956,0,0,16273,1085,SNP,Conservative,Labour,Lib Dems,62.2,26.1,0.0,17.1,14.5,0.0,0.0,39.7,2.6
404,Morecambe & Lunesdale,North West,E14000825,69576,43436,18035,598,17169,5791,0,0,0,1843,Conservative,Labour,Lib Dems,UKIP,62.4,41.5,1.4,39.5,13.3,0.0,0.0,0.0,4.2
405,Morley & Outwood,Yorkshire and the Humber,E14000826,74891,48856,17264,0,18365,8186,3535,0,0,1506,Labour,Conservative,Lib Dems,Other,65.2,35.3,0.0,37.6,16.8,7.2,0.0,0.0,3.1
406,Motherwell & Wishaw,Scotland,S14000047,66918,39123,3660,0,23910,3840,609,0,7104,0,Labour,SNP,Lib Dems,Conservative,58.5,9.4,0.0,61.1,9.8,1.6,0.0,18.2,0.0
407,Na h-Eileanan an Iar (Western Isles),Scotland,S14000027,21780,14717,647,0,4838,1097,1412,0,6723,0,SNP,Labour,Other,Lib Dems,67.6,4.4,0.0,32.9,7.5,9.6,0.0,45.7,0.0
408,Neath,Wales,W07000069,57295,37122,4847,0,17172,5535,1342,7397,0,829,Labour,Plaid,Lib Dems,Conservative,64.8,13.1,0.0,46.3,14.9,3.6,19.9,0.0,2.2
409,New Forest East,South East,E14000827,72858,50036,26443,1024,4915,15136,0,0,0,2518,Conservative,Lib Dems,Labour,UKIP,68.7,52.8,2.0,9.8,30.3,0.0,0.0,0.0,5.0
410,New Forest West,South East,E14000828,68332,47572,27980,1059,4666,11084,0,0,0,2783,Conservative,Lib Dems,Labour,UKIP,69.6,58.8,2.2,9.8,23.3,0.0,0.0,0.0,5.9
411,Newark,East Midlands,E14000829,71755,51228,27590,0,11438,10246,0,0,0,1954,Conservative,Labour,Lib Dems,UKIP,71.4,53.9,0.0,22.3,20.0,0.0,0.0,0.0,3.8
412,Newbury,South East,E14000830,79144,58589,33057,490,2505,20809,253,0,0,1475,Conservative,Lib Dems,Labour,UKIP,74.0,56.4,0.8,4.3,35.5,0.4,0.0,0.0,2.5
413,Newcastle-under-Lyme,West Midlands,E14000834,69433,43191,14841,0,16393,8466,0,0,0,3491,Labour,Conservative,Lib Dems,UKIP,62.2,34.4,0.0,38.0,19.6,0.0,0.0,0.0,8.1
414,Newcastle upon Tyne Central,North East,E14000831,60507,34157,6611,568,15694,8228,2302,0,0,754,Labour,Lib Dems,Conservative,Other,56.5,19.4,1.7,45.9,24.1,6.7,0.0,0.0,2.2
415,Newcastle upon Tyne East,North East,E14000832,64487,37840,6068,620,17043,12590,1519,0,0,0,Labour,Lib Dems,Conservative,Other,58.7,16.0,1.6,45.0,33.3,4.0,0.0,0.0,0.0
416,Newcastle upon Tyne North,North East,E14000833,67110,43946,7966,319,17950,14536,1890,0,0,1285,Labour,Lib Dems,Conservative,Other,65.5,18.1,0.7,40.8,33.1,4.3,0.0,0.0,2.9
417,Newport East,Wales,W07000055,54437,34448,7918,0,12744,11094,1291,724,0,677,Labour,Lib Dems,Conservative,Other,63.3,23.0,0.0,37.0,32.2,3.7,2.1,0.0,2.0
418,Newport West,Wales,W07000056,62111,39720,12845,450,16389,6587,1183,1122,0,1144,Labour,Conservative,Lib Dems,Other,64.0,32.3,1.1,41.3,16.6,3.0,2.8,0.0,2.9
419,Newry & Armagh,Northern Ireland,N06000011,74308,44906,0,0,0,0,44906,0,0,0,Other,Conservative,Conservative,Conservative,60.4,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0
420,Newton Abbot,South West,E14000835,69319,48283,20774,701,3387,20251,82,0,0,3088,Conservative,Lib Dems,Labour,UKIP,69.7,43.0,1.5,7.0,41.9,0.2,0.0,0.0,6.4
421,Norfolk Mid,Eastern,E14000816,74260,50765,25123,1457,8857,11267,1261,0,0,2800,Conservative,Lib Dems,Labour,UKIP,68.4,49.5,2.9,17.4,22.2,2.5,0.0,0.0,5.5
422,Norfolk North,Eastern,E14000848,67851,49661,15928,508,2896,27554,95,0,0,2680,Lib Dems,Conservative,Labour,UKIP,73.2,32.1,1.0,5.8,55.5,0.2,0.0,0.0,5.4
423,Norfolk North West,Eastern,E14000859,73105,47800,25916,745,6353,11106,1839,0,0,1841,Conservative,Lib Dems,Labour,UKIP,65.4,54.2,1.6,13.3,23.2,3.8,0.0,0.0,3.9
424,Norfolk South,Eastern,E14000941,76179,54993,27133,1000,7252,16193,1086,0,0,2329,Conservative,Lib Dems,Labour,UKIP,72.2,49.3,1.8,13.2,29.4,2.0,0.0,0.0,4.2
425,Norfolk South West,Eastern,E14000952,73758,49150,23753,830,9119,10613,1774,0,0,3061,Conservative,Lib Dems,Labour,UKIP,66.6,48.3,1.7,18.6,21.6,3.6,0.0,0.0,6.2
426,"Normanton, Pontefract & Castleford",Yorkshire and the Humber,E14000836,82336,46239,11314,0,22293,7585,5047,0,0,0,Labour,Conservative,Lib Dems,Other,56.2,24.5,0.0,48.2,16.4,10.9,0.0,0.0,0.0
427,Northampton North,East Midlands,E14000861,61850,40271,13735,443,11799,11250,1806,0,0,1238,Conservative,Labour,Lib Dems,Other,65.1,34.1,1.1,29.3,27.9,4.5,0.0,0.0,3.1
428,Northampton South,East Midlands,E14000862,63105,38978,15917,363,9913,7579,3309,0,0,1897,Conservative,Labour,Lib Dems,Other,61.8,40.8,0.9,25.4,19.4,8.5,0.0,0.0,4.9
429,Northamptonshire South ,East Midlands,E14000942,82033,59890,33081,685,10380,12603,735,0,0,2406,Conservative,Lib Dems,Labour,UKIP,73.0,55.2,1.1,17.3,21.0,1.2,0.0,0.0,4.0
430,Norwich North,Eastern,E14000863,64814,42573,17280,1245,13379,7783,1008,0,0,1878,Conservative,Labour,Lib Dems,UKIP,65.7,40.6,2.9,31.4,18.3,2.4,0.0,0.0,4.4
431,Norwich South,Eastern,E14000864,73649,47551,10902,7095,13650,13960,799,0,0,1145,Lib Dems,Labour,Conservative,Green,64.6,22.9,14.9,28.7,29.4,1.7,0.0,0.0,2.4
432,Nottingham East,East Midlands,E14000865,58705,33112,7846,928,15022,8053,125,0,0,1138,Labour,Lib Dems,Conservative,UKIP,56.4,23.7,2.8,45.4,24.3,0.4,0.0,0.0,3.4
433,Nottingham North,East Midlands,E14000866,63240,34285,8508,0,16646,5849,1944,0,0,1338,Labour,Conservative,Lib Dems,Other,54.2,24.8,0.0,48.6,17.1,5.7,0.0,0.0,3.9
434,Nottingham South,East Midlands,E14000867,67441,40789,13437,630,15209,9406,1140,0,0,967,Labour,Conservative,Lib Dems,Other,60.5,32.9,1.5,37.3,23.1,2.8,0.0,0.0,2.4
435,Nuneaton,West Midlands,E14000868,67837,44646,18536,0,16467,6846,2797,0,0,0,Conservative,Labour,Lib Dems,Other,65.8,41.5,0.0,36.9,15.3,6.3,0.0,0.0,0.0
436,Ochil & South Perthshire,Scotland,S14000050,75115,50469,10342,609,19131,5754,0,0,13944,689,Labour,SNP,Conservative,Lib Dems,67.2,20.5,1.2,37.9,11.4,0.0,0.0,27.6,1.4
437,Ogmore,Wales,W07000074,55527,34650,5398,0,18644,5260,1242,3326,0,780,Labour,Conservative,Lib Dems,Plaid,62.4,15.6,0.0,53.8,15.2,3.6,9.6,0.0,2.3
438,Old Bexley & Sidcup,London,E14000869,65699,45492,24625,371,8768,6996,3200,0,0,1532,Conservative,Labour,Lib Dems,Other,69.2,54.1,0.8,19.3,15.4,7.0,0.0,0.0,3.4
439,Oldham East & Saddleworth,North West,E14000870,72557,44520,11773,0,14186,14083,2758,0,0,1720,Labour,Lib Dems,Conservative,Other,61.4,26.4,0.0,31.9,31.6,6.2,0.0,0.0,3.9
440,Oldham West & Royton,North West,E14000871,72359,42910,10151,0,19503,8193,3676,0,0,1387,Labour,Conservative,Lib Dems,Other,59.3,23.7,0.0,45.5,19.1,8.6,0.0,0.0,3.2
441,Orkney & Shetland,Scotland,S14000051,33085,19346,2032,0,2061,11989,0,0,2042,1222,Lib Dems,Labour,SNP,Conservative,58.5,10.5,0.0,10.7,62.0,0.0,0.0,10.6,6.3
442,Orpington,London,E14000872,67732,48911,29200,511,4400,12000,1440,0,0,1360,Conservative,Lib Dems,Labour,Other,72.2,59.7,1.0,9.0,24.5,2.9,0.0,0.0,2.8
443,Oxford East,South East,E14000873,81903,51651,9727,1238,21938,17357,189,0,0,1202,Labour,Lib Dems,Conservative,Green,63.1,18.8,2.4,42.5,33.6,0.4,0.0,0.0,2.3
444,Oxford West & Abingdon,South East,E14000874,86458,56480,23906,1184,5999,23730,143,0,0,1518,Conservative,Lib Dems,Labour,UKIP,65.3,42.3,2.1,10.6,42.0,0.3,0.0,0.0,2.7
445,Paisley & Renfrewshire North,Scotland,S14000052,63704,43707,6381,0,23613,4597,783,0,8333,0,Labour,SNP,Conservative,Lib Dems,68.6,14.6,0.0,54.0,10.5,1.8,0.0,19.1,0.0
446,Paisley & Renfrewshire South,Scotland,S14000053,61197,39998,3979,0,23842,3812,1137,0,7228,0,Labour,SNP,Conservative,Lib Dems,65.4,9.9,0.0,59.6,9.5,2.8,0.0,18.1,0.0
447,Pendle,North West,E14000875,66422,45045,17512,0,13927,9095,3035,0,0,1476,Conservative,Labour,Lib Dems,Other,67.8,38.9,0.0,30.9,20.2,6.7,0.0,0.0,3.3
448,Penistone & Stocksbridge,Yorkshire and the Humber,E14000876,68480,46516,14516,0,17565,9800,2699,0,0,1936,Labour,Conservative,Lib Dems,Other,67.9,31.2,0.0,37.8,21.1,5.8,0.0,0.0,4.2
449,Penrith & The Border,North West,E14000877,64484,45087,24071,0,5834,12830,1093,0,0,1259,Conservative,Lib Dems,Labour,UKIP,69.9,53.4,0.0,12.9,28.5,2.4,0.0,0.0,2.8
450,Perth & North Perthshire,Scotland,S14000054,72141,48268,14739,0,7923,5954,534,0,19118,0,SNP,Conservative,Labour,Lib Dems,66.9,30.5,0.0,16.4,12.3,1.1,0.0,39.6,0.0
451,Peterborough,Eastern,E14000878,70278,44927,18133,523,13272,8816,1176,0,0,3007,Conservative,Labour,Lib Dems,UKIP,63.9,40.4,1.2,29.5,19.6,2.6,0.0,0.0,6.7
452,Plymouth Moor View,South West,E14000879,68062,41526,13845,398,15433,7016,1646,0,0,3188,Labour,Conservative,Lib Dems,UKIP,61.0,33.3,1.0,37.2,16.9,4.0,0.0,0.0,7.7
453,Plymouth Sutton & Devonport,South West,E14000880,72938,43894,15050,904,13901,10829,356,0,0,2854,Conservative,Labour,Lib Dems,UKIP,60.2,34.3,2.1,31.7,24.7,0.8,0.0,0.0,6.5
454,Pontypridd,Wales,W07000075,58205,36671,5932,361,14220,11435,821,2673,0,1229,Labour,Lib Dems,Conservative,Plaid,63.0,16.2,1.0,38.8,31.2,2.2,7.3,0.0,3.4
455,Poole,South West,E14000881,72641,47436,22532,0,6041,14991,1365,0,0,2507,Conservative,Lib Dems,Labour,UKIP,65.3,47.5,0.0,12.7,31.6,2.9,0.0,0.0,5.3
456,Poplar & Limehouse,London,E14000882,74955,46700,12649,449,18679,5209,9149,0,0,565,Labour,Conservative,Other,Lib Dems,62.3,27.1,1.0,40.0,11.2,19.6,0.0,0.0,1.2
457,Portsmouth North,South East,E14000883,70329,44118,19533,461,12244,8874,1194,0,0,1812,Conservative,Labour,Lib Dems,UKIP,62.7,44.3,1.0,27.8,20.1,2.7,0.0,0.0,4.1
458,Portsmouth South,South East,E14000884,70242,41264,13721,716,5640,18921,1390,0,0,876,Lib Dems,Conservative,Labour,Other,58.7,33.3,1.7,13.7,45.9,3.4,0.0,0.0,2.1
459,Preseli Pembrokeshire,Wales,W07000065,57400,39602,16944,0,12339,5759,0,3654,0,906,Conservative,Labour,Lib Dems,Plaid,69.0,42.8,0.0,31.2,14.5,0.0,9.2,0.0,2.3
460,Preston,North West,E14000885,61187,32505,7060,0,15668,7935,380,0,0,1462,Labour,Lib Dems,Conservative,UKIP,53.1,21.7,0.0,48.2,24.4,1.2,0.0,0.0,4.5
461,Pudsey,Yorkshire and the Humber,E14000886,69257,49083,18874,0,17215,10224,1549,0,0,1221,Conservative,Labour,Lib Dems,Other,70.9,38.5,0.0,35.1,20.8,3.2,0.0,0.0,2.5
462,Putney,London,E14000887,63371,40785,21223,591,11170,6907,459,0,0,435,Conservative,Labour,Lib Dems,Green,64.4,52.0,1.4,27.4,16.9,1.1,0.0,0.0,1.1
463,Rayleigh & Wickford,Eastern,E14000888,75661,52343,30257,0,7577,7919,4379,0,0,2211,Conservative,Lib Dems,Labour,Other,69.2,57.8,0.0,14.5,15.1,8.4,0.0,0.0,4.2
464,Reading East,South East,E14000889,74929,49985,21269,1069,12729,13664,168,0,0,1086,Conservative,Lib Dems,Labour,UKIP,66.7,42.6,2.1,25.5,27.3,0.3,0.0,0.0,2.2
465,Reading West,South East,E14000890,72120,47530,20523,582,14519,9546,852,0,0,1508,Conservative,Labour,Lib Dems,UKIP,65.9,43.2,1.2,30.5,20.1,1.8,0.0,0.0,3.2
466,Redcar,North East,E14000891,67127,41963,5790,0,13741,18955,1602,0,0,1875,Lib Dems,Labour,Conservative,UKIP,62.5,13.8,0.0,32.7,45.2,3.8,0.0,0.0,4.5
467,Redditch,West Midlands,E14000892,66573,44018,19138,393,13317,7750,1923,0,0,1497,Conservative,Labour,Lib Dems,Other,66.1,43.5,0.9,30.3,17.6,4.4,0.0,0.0,3.4
468,Reigate,South East,E14000893,71604,49978,26688,1087,5672,13097,1345,0,0,2089,Conservative,Lib Dems,Labour,UKIP,69.8,53.4,2.2,11.3,26.2,2.7,0.0,0.0,4.2
469,Renfrewshire East,Scotland,S14000021,66249,51181,15567,0,25987,4720,0,0,4535,372,Labour,Conservative,Lib Dems,SNP,77.3,30.4,0.0,50.8,9.2,0.0,0.0,8.9,0.7
470,Rhondda,Wales,W07000052,51554,31072,1993,0,17183,3309,2599,5630,0,358,Labour,Plaid,Lib Dems,Other,60.3,6.4,0.0,55.3,10.6,8.4,18.1,0.0,1.2
471,Ribble Valley,North West,E14000894,77789,52287,26298,0,11529,10732,232,0,0,3496,Conservative,Labour,Lib Dems,UKIP,67.2,50.3,0.0,22.0,20.5,0.4,0.0,0.0,6.7
472,Richmond (Yorks),Yorkshire and the Humber,E14000895,80563,53412,33541,1516,8150,10205,0,0,0,0,Conservative,Lib Dems,Labour,Green,66.3,62.8,2.8,15.3,19.1,0.0,0.0,0.0,0.0
473,Richmond Park,London,E14000896,77751,59268,29461,572,2979,25370,217,0,0,669,Conservative,Lib Dems,Labour,UKIP,76.2,49.7,1.0,5.0,42.8,0.4,0.0,0.0,1.1
474,Rochdale,North West,E14000897,78952,45907,8305,0,16699,15810,3094,0,0,1999,Labour,Lib Dems,Conservative,Other,58.1,18.1,0.0,36.4,34.4,6.7,0.0,0.0,4.4
475,Rochester & Strood,South East,E14000898,73758,47971,23604,734,13651,7800,2182,0,0,0,Conservative,Labour,Lib Dems,Other,65.0,49.2,1.5,28.5,16.3,4.5,0.0,0.0,0.0
476,Rochford & Southend East,Eastern,E14000899,71467,41631,19509,707,8459,8084,2467,0,0,2405,Conservative,Labour,Lib Dems,Other,58.3,46.9,1.7,20.3,19.4,5.9,0.0,0.0,5.8
477,Romford,London,E14000900,71306,46481,26031,447,9077,5572,3304,0,0,2050,Conservative,Labour,Lib Dems,Other,65.2,56.0,1.0,19.5,12.0,7.1,0.0,0.0,4.4
478,Romsey & Southampton North,South East,E14000901,68157,48939,24345,0,3116,20189,0,0,0,1289,Conservative,Lib Dems,Labour,UKIP,71.8,49.7,0.0,6.4,41.3,0.0,0.0,0.0,2.6
479,"Ross, Skye & Lochaber",Scotland,S14000055,51836,34838,4260,777,5265,18335,279,0,5263,659,Lib Dems,Labour,SNP,Conservative,67.2,12.2,2.2,15.1,52.6,0.8,0.0,15.1,1.9
480,Rossendale & Darwen,North West,E14000902,73229,47128,19691,0,15198,8541,2081,0,0,1617,Conservative,Labour,Lib Dems,Other,64.4,41.8,0.0,32.2,18.1,4.4,0.0,0.0,3.4
481,Rother Valley,Yorkshire and the Humber,E14000903,72847,46758,13281,0,19147,8111,3606,0,0,2613,Labour,Conservative,Lib Dems,Other,64.2,28.4,0.0,40.9,17.3,7.7,0.0,0.0,5.6
482,Rotherham,Yorkshire and the Humber,E14000904,63563,37506,6279,0,16741,5994,6272,0,0,2220,Labour,Conservative,Other,Lib Dems,59.0,16.7,0.0,44.6,16.0,16.7,0.0,0.0,5.9
483,Rugby,West Midlands,E14000905,68914,47468,20901,451,14901,9434,1375,0,0,406,Conservative,Labour,Lib Dems,Other,68.9,44.0,1.0,31.4,19.9,2.9,0.0,0.0,0.9
484,"Ruislip, Northwood & Pinner",London,E14000906,70873,50205,28866,740,9806,8345,1097,0,0,1351,Conservative,Labour,Lib Dems,UKIP,70.8,57.5,1.5,19.5,16.6,2.2,0.0,0.0,2.7
485,Runnymede & Weybridge,South East,E14000907,72566,48150,26915,696,6446,10406,541,0,0,3146,Conservative,Lib Dems,Labour,UKIP,66.4,55.9,1.4,13.4,21.6,1.1,0.0,0.0,6.5
486,Rushcliffe,East Midlands,E14000908,72955,53687,27470,1251,11128,11659,0,0,0,2179,Conservative,Lib Dems,Labour,UKIP,73.6,51.2,2.3,20.7,21.7,0.0,0.0,0.0,4.1
487,Rutherglen & Hamilton West,Scotland,S14000056,76408,46981,4540,0,28566,5636,0,0,7564,675,Labour,SNP,Lib Dems,Conservative,61.5,9.7,0.0,60.8,12.0,0.0,0.0,16.1,1.4
488,Rutland & Melton,East Midlands,E14000909,77185,55220,28228,0,7893,14228,2345,0,0,2526,Conservative,Lib Dems,Labour,UKIP,71.5,51.1,0.0,14.3,25.8,4.2,0.0,0.0,4.6
489,Saffron Walden,Eastern,E14000910,76035,54369,30155,735,5288,14913,1050,0,0,2228,Conservative,Lib Dems,Labour,UKIP,71.5,55.5,1.4,9.7,27.4,1.9,0.0,0.0,4.1
490,St Albans,Eastern,E14000960,70058,52835,21533,758,9288,19228,0,0,0,2028,Conservative,Lib Dems,Labour,UKIP,75.4,40.8,1.4,17.6,36.4,0.0,0.0,0.0,3.8
491,St Austell & Newquay,South West,E14000961,75284,47238,18877,0,3386,20189,3029,0,0,1757,Lib Dems,Conservative,Labour,Other,62.7,40.0,0.0,7.2,42.7,6.4,0.0,0.0,3.7
492,St Helens North,North West,E14000962,74985,44556,9940,0,23041,8992,483,0,0,2100,Labour,Conservative,Lib Dems,UKIP,59.4,22.3,0.0,51.7,20.2,1.1,0.0,0.0,4.7
493,St Helens South & Whiston,North West,E14000963,77975,46081,8209,0,24364,10242,2040,0,0,1226,Labour,Lib Dems,Conservative,Other,59.1,17.8,0.0,52.9,22.2,4.4,0.0,0.0,2.7
494,St Ives,South West,E14000964,66944,45921,17900,1308,3751,19619,783,0,0,2560,Lib Dems,Conservative,Labour,UKIP,68.6,39.0,2.8,8.2,42.7,1.7,0.0,0.0,5.6
495,Salford & Eccles,North West,E14000911,75483,41533,8497,0,16655,10930,4367,0,0,1084,Labour,Lib Dems,Conservative,Other,55.0,20.5,0.0,40.1,26.3,10.5,0.0,0.0,2.6
496,Salisbury,South West,E14000912,67430,48481,23859,506,3690,17893,1141,0,0,1392,Conservative,Lib Dems,Labour,UKIP,71.9,49.2,1.0,7.6,36.9,2.4,0.0,0.0,2.9
497,Scarborough & Whitby,Yorkshire and the Humber,E14000913,75470,49282,21108,734,12978,11093,1885,0,0,1484,Conservative,Labour,Lib Dems,Other,65.3,42.8,1.5,26.3,22.5,3.8,0.0,0.0,3.0
498,Scunthorpe,Yorkshire and the Humber,E14000914,63089,37034,12091,396,14640,6774,1447,0,0,1686,Labour,Conservative,Lib Dems,UKIP,58.7,32.6,1.1,39.5,18.3,3.9,0.0,0.0,4.6
499,Sedgefield,North East,E14000915,64728,40222,9445,0,18141,8033,3124,0,0,1479,Labour,Conservative,Lib Dems,Other,62.1,23.5,0.0,45.1,20.0,7.8,0.0,0.0,3.7
500,Sefton Central,North West,E14000916,67511,48463,16445,0,20307,9656,0,0,0,2055,Labour,Conservative,Lib Dems,UKIP,71.8,33.9,0.0,41.9,19.9,0.0,0.0,0.0,4.2
501,Selby & Ainsty,Yorkshire and the Humber,E14000917,72804,51728,25562,0,13297,9180,2054,0,0,1635,Conservative,Labour,Lib Dems,Other,71.1,49.4,0.0,25.7,17.7,4.0,0.0,0.0,3.2
502,Sevenoaks,South East,E14000918,69591,49408,28076,0,6541,10561,2448,0,0,1782,Conservative,Lib Dems,Labour,Other,71.0,56.8,0.0,13.2,21.4,5.0,0.0,0.0,3.6
503,Sheffield Brightside & Hillsborough,Yorkshire and the Humber,E14000921,67740,38914,4468,0,21400,7768,3682,0,0,1596,Labour,Lib Dems,Conservative,Other,57.4,11.5,0.0,55.0,20.0,9.5,0.0,0.0,4.1
504,Sheffield Central,Yorkshire and the Humber,E14000919,67554,41468,4206,1556,17138,16973,943,0,0,652,Labour,Lib Dems,Conservative,Green,61.4,10.1,3.8,41.3,40.9,2.3,0.0,0.0,1.6
505,Sheffield Hallam,Yorkshire and the Humber,E14000922,68798,51135,12040,919,8228,27324,1429,0,0,1195,Lib Dems,Conservative,Labour,Other,74.3,23.5,1.8,16.1,53.4,2.8,0.0,0.0,2.3
506,Sheffield Heeley,Yorkshire and the Humber,E14000923,65571,40871,7081,989,17409,11602,2260,0,0,1530,Labour,Lib Dems,Conservative,Other,62.3,17.3,2.4,42.6,28.4,5.5,0.0,0.0,3.7
507,Sheffield South East,Yorkshire and the Humber,E14000920,67068,41408,7202,0,20169,9664,2484,0,0,1889,Labour,Lib Dems,Conservative,Other,61.7,17.4,0.0,48.7,23.3,6.0,0.0,0.0,4.6
508,Sherwood,East Midlands,E14000924,71443,48954,19211,0,18997,7283,1973,0,0,1490,Conservative,Labour,Lib Dems,Other,68.5,39.2,0.0,38.8,14.9,4.0,0.0,0.0,3.0
509,Shipley,Yorkshire and the Humber,E14000925,67689,49427,24002,1477,14058,9890,0,0,0,0,Conservative,Labour,Lib Dems,Green,73.0,48.6,3.0,28.4,20.0,0.0,0.0,0.0,0.0
510,Shrewsbury & Atcham,West Midlands,E14000926,75446,53045,23313,565,10915,15369,1256,0,0,1627,Conservative,Lib Dems,Labour,UKIP,70.3,43.9,1.1,20.6,29.0,2.4,0.0,0.0,3.1
511,Shropshire North,West Midlands,E14000849,78930,51869,26692,808,9406,10864,1667,0,0,2432,Conservative,Lib Dems,Labour,UKIP,65.7,51.5,1.6,18.1,20.9,3.2,0.0,0.0,4.7
512,Sittingbourne & Sheppey,South East,E14000927,75855,48578,24313,0,11930,7943,1782,0,0,2610,Conservative,Labour,Lib Dems,UKIP,64.0,50.0,0.0,24.6,16.4,3.7,0.0,0.0,5.4
513,Skipton & Ripon,Yorkshire and the Humber,E14000928,77381,54724,27685,0,5498,17735,1897,0,0,1909,Conservative,Lib Dems,Labour,UKIP,70.7,50.6,0.0,10.0,32.4,3.5,0.0,0.0,3.5
514,Sleaford & North Hykeham,East Midlands,E14000929,84806,59530,30719,0,10051,10814,5783,0,0,2163,Conservative,Lib Dems,Labour,Other,70.2,51.6,0.0,16.9,18.2,9.7,0.0,0.0,3.6
515,Slough,South East,E14000930,77473,47742,16361,542,21884,6943,495,0,0,1517,Labour,Conservative,Lib Dems,UKIP,61.6,34.3,1.1,45.8,14.5,1.0,0.0,0.0,3.2
516,Solihull,West Midlands,E14000931,76288,55129,23460,0,4891,23635,1943,0,0,1200,Lib Dems,Conservative,Labour,Other,72.3,42.6,0.0,8.9,42.9,3.5,0.0,0.0,2.2
517,Somerset North,South West,E14000850,77306,57941,28549,0,6448,20687,0,0,0,2257,Conservative,Lib Dems,Labour,UKIP,75.0,49.3,0.0,11.1,35.7,0.0,0.0,0.0,3.9
518,Somerset North East,South West,E14000846,67881,51203,21130,670,16216,11433,0,0,0,1754,Conservative,Labour,Lib Dems,UKIP,75.4,41.3,1.3,31.7,22.3,0.0,0.0,0.0,3.4
519,Somerton & Frome,South West,E14000932,81548,60612,26976,0,2675,28793,236,0,0,1932,Lib Dems,Conservative,Labour,UKIP,74.3,44.5,0.0,4.4,47.5,0.4,0.0,0.0,3.2
520,South Holland & The Deepings,East Midlands,E14000939,76243,50188,29639,724,7024,7759,1796,0,0,3246,Conservative,Lib Dems,Labour,UKIP,65.8,59.1,1.4,14.0,15.5,3.6,0.0,0.0,6.5
521,South Ribble,North West,E14000943,75822,51458,23396,0,17842,7271,1054,0,0,1895,Conservative,Labour,Lib Dems,UKIP,67.9,45.5,0.0,34.7,14.1,2.0,0.0,0.0,3.7
522,South Shields,North East,E14000944,64084,36518,7886,762,18995,5189,3686,0,0,0,Labour,Conservative,Lib Dems,Other,57.0,21.6,2.1,52.0,14.2,10.1,0.0,0.0,0.0
523,Southampton Itchen,South East,E14000955,74532,44412,16134,600,16326,9256,168,0,0,1928,Labour,Conservative,Lib Dems,UKIP,59.6,36.3,1.4,36.8,20.8,0.4,0.0,0.0,4.3
524,Southampton Test,South East,E14000956,71931,44187,14588,881,17001,9865,126,0,0,1726,Labour,Conservative,Lib Dems,UKIP,61.4,33.0,2.0,38.5,22.3,0.3,0.0,0.0,3.9
525,Southend West,Eastern,E14000957,66918,43606,20086,644,5850,12816,2496,0,0,1714,Conservative,Lib Dems,Labour,Other,65.2,46.1,1.5,13.4,29.4,5.7,0.0,0.0,3.9
526,Southport,North West,E14000958,67200,43757,15683,0,4116,21707,0,0,0,2251,Lib Dems,Conservative,Labour,UKIP,65.1,35.8,0.0,9.4,49.6,0.0,0.0,0.0,5.1
527,Spelthorne,South East,E14000959,70479,47304,22261,0,7789,12242,1003,0,0,4009,Conservative,Lib Dems,Labour,UKIP,67.1,47.1,0.0,16.5,25.9,2.1,0.0,0.0,8.5
528,Stafford,West Midlands,E14000965,70667,50239,22047,564,16587,8211,1103,0,0,1727,Conservative,Labour,Lib Dems,UKIP,71.1,43.9,1.1,33.0,16.3,2.2,0.0,0.0,3.4
529,Staffordshire Moorlands,West Midlands,E14000966,62137,43815,19793,0,13104,7338,0,0,0,3580,Conservative,Labour,Lib Dems,UKIP,70.5,45.2,0.0,29.9,16.7,0.0,0.0,0.0,8.2
530,Staffordshire South,West Midlands,E14000945,73849,50440,26834,0,10244,8427,2182,0,0,2753,Conservative,Labour,Lib Dems,UKIP,68.3,53.2,0.0,20.3,16.7,4.3,0.0,0.0,5.5
531,Stalybridge & Hyde,North West,E14000967,69081,40879,13445,679,16189,6965,2259,0,0,1342,Labour,Conservative,Lib Dems,Other,59.2,32.9,1.7,39.6,17.0,5.5,0.0,0.0,3.3
532,Stevenage,Eastern,E14000968,68937,44651,18491,0,14913,7432,1811,0,0,2004,Conservative,Labour,Lib Dems,UKIP,64.8,41.4,0.0,33.4,16.6,4.1,0.0,0.0,4.5
533,Stirling,Scotland,S14000057,66080,46841,11254,746,19558,6797,0,0,8091,395,Labour,Conservative,SNP,Lib Dems,70.9,24.0,1.6,41.8,14.5,0.0,0.0,17.3,0.8
534,Stockport,North West,E14000969,62879,39128,9913,677,16697,9778,1201,0,0,862,Labour,Conservative,Lib Dems,Other,62.2,25.3,1.7,42.7,25.0,3.1,0.0,0.0,2.2
535,Stockton North,North East,E14000970,66752,39498,10247,0,16923,6342,4430,0,0,1556,Labour,Conservative,Lib Dems,Other,59.2,25.9,0.0,42.8,16.1,11.2,0.0,0.0,3.9
